Number,OPID,CPY ID,Company,Opportunity,Creation Date,Project,Owner,Lead,Active / Paused / Closed,Progress,Reason,Closing,Value,Revenue Type,TCV,Notes,Pain,Economic Buyer,Champion,Decision Criteria,Decision Process,Drive,Closing Probability,Average of Time invested,Last Task,Active Follow Up Task?,CF * Probability,Scenarios,Month,Data Origin,Data Cluster,Time Spend on OPID,Value / h,Earlist OPID Closing Date,Exclude before 2020,Exclude before 20202,Quarter,Cashflow Plan per Quarter,Cashflow Plan per Quarter by Owner,Number of Opportunities per Quarter per Owner,Cashflow Plan by Owner,OPID Stage,Reporting Cluster,Revenue Type Name,TCV (Actual),TCV (Forecast) Type,Data Origin2,Remove (-1),Creation Date_Year-Week,RevenueCurrency,RevenueCurrencySymbol,ClosingDateWorking,CreationDateWorking
127,OPID127,CPY8251060,Kulzer GmbH,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
128,OPID128,CPY825496,Kumovis GmbH,Hyperganic Print | FDM,,Hyperganic Print,Markus Finke,,Active,7) Project Implementation,,,,,,,4,,3,3,3,4,85%,#REF!,#REF!,, -   € ,75%-99%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,7,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
129,OPID129,CPY825496,Kumovis GmbH,Hyperganic Print | FDM,,Hyperganic Print,Markus Finke,,Closed,8) Forecast,N) Deviation from HY business strategy,"Wednesday, 1 June 2022"," 46,200.00 € ", ARR ,,,4,,3,3,3,4,85%,#REF!,#REF!,," 39,270.00 € ",75%-99%,44713,Forecast,Revenue,#REF!,  ,"Wednesday, 1 June 2022",> 2020,,2022-Q2,"300,000 €","210,000 €",8,"26,250 €",8,1 - Revenue,ARR,46200,,Forecast,Unhide,1900-52,Euros,€,2022-06-01,
130,OPID130,CPY825496,Kumovis GmbH,Hyperganic Print | FDM,,Hyperganic Print,Markus Finke,,Closed,8) Forecast,N) Deviation from HY business strategy,"Thursday, 1 June 2023"," 138,600.00 € ", ARR ,,,4,,3,3,3,4,85%,#REF!,#REF!,," 117,810.00 € ",75%-99%,45078,Forecast,Revenue,#REF!,  ,"Thursday, 1 June 2023",> 2020,,2023-Q2,,,2,0,8,1 - Revenue,ARR,138600,,Forecast,Unhide,1900-52,Euros,€,2023-06-01,
131,OPID131,CPY825850,LEGO Systems A/S,Workflow | Conformal Cooling,,Tool Making,Markus Finke,Outreach | Cold,Active,9) Booked,,"Wednesday, 15 December 2021"," 12,426.80 € ", ARR ," 12,426.80 € ",,2,3,3,3,3,4,100%,#REF!,#REF!,," 12,426.80 € ",100%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2021-Q4,"250,000 €","175,000 €",10,"17,500 €",9,1 - Revenue,ARR,24853.6,TCV,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
131,OPID131,CPY825850,LEGO Systems A/S,Workflow | Conformal Cooling + Other Workflows,,Tool Making,Markus Finke,Outreach | Cold,Active,8) Forecast (Renewal),,"Thursday, 15 December 2022"," 12,426.80 € ", ARR ,,,2,3,3,3,3,4,90%,#REF!,#REF!,," 11,184.12 € ",75%-99%,44896,Forecast,Revenue,#REF!,  ,"Wednesday, 15 December 2021",> 2020,,2022-Q4,"500,000 €","350,000 €",7,"50,000 €",8,1 - Revenue,ARR,24853.6,,Forecast,Unhide,1900-52,Euros,€,2022-12-15,
132,OPID132,CPY825957,LEHVOSS (Shanghai) Chemical Trading Co. Ltd.,Workflow | Footwear MC,,Footwear,Markus Finke,,Paused,7) Project Implementation,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,7,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
133,OPID133,CPY825505,Linde AG,Workflow | Gas Burner,,Discovery,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
134,OPID134,CPY82583,Lithoz GmbH,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
135,OPID135,CPY825510,LMI - Laser Melting Innovations GmbH & Co. KG,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
136,OPID136,CPY8251152,Lovegrove Studio,Workflow | Chair,,Lighthouse,Markus Finke,,Closed,7) Project Implementation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,7,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
137,OPID137,CPY8251143,"LuxCreo, Inc.",Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
138,OPID138,CPY8251143,"LuxCreo, Inc.",Workflow | Footwear MC,,Footwear,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
139,OPID139,CPY825789,MakeXYZ,Workflow | Print Ready API,,Discovery,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
140,OPID140,CPY825448,Maschinenfabrik Berthold Hermle AG,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
141,OPID141,CPY8251148,Max Bögl Modul AG,Workflow | Construction,,Discovery,Markus Finke,,Paused,3) Project Evaluation,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
142,OPID142,CPY8251037,Maxon,Workflow,,Discovery,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
143,OPID143,CPY825861,Mecuris GmbH,Workflow | Nightsplint,,Orthotics,Markus Finke,,Closed,6) Negotiation,F) competition,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,6,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
144,OPID144,CPY8254837,Microlay / Origami Records SLU,Hyperganic Print | Resin,,Hyperganic Print,Sherman Lim,,Closed,3) Project Evaluation,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
145,OPID145,CPY8253506,MiiCraft,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
146,OPID146,CPY82592,Mimaki,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,2) First Contact,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
147,OPID147,CPY825860,Modell- und Formenbau Blasius Gerg GmbH,Workflow | Generative Light Design,,Discovery,Markus Finke,,Paused,4) Project Definition,K) waiting for funding,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
148,OPID148,CPY825542,Multiphoton Optics GmbH,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
149,OPID149,CPY825996,"Nanjing Wiiking 3D Technology Co., Ltd.",Hyperganic Print | Chocolate Printer,,Hyperganic Print,Markus Finke,,Closed,2) First Contact,D) no technical match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
150,OPID150,CPY825920,Nanofabrica,Workflow | Micro Molds,,Tool Making,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
151,OPID151,CPY82597,Nanoscribe GmbH,Workflow | Lens Design,,Discovery,Markus Finke,,Paused,4) Project Definition,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
152,OPID152,CPY825813,Nash Industries India,Consulting,,,Markus Finke,,Closed,4) Project Definition,H) too costly,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
153,OPID153,CPY82598,Nexa3D,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,9) Booked,C) no progress,"Friday, 7 July 2017"," 86,354.00 € ", One-Time ," 86,354.00 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 86,354.00 € ",100%,42917,Forecast,Revenue,#REF!,  ,"Friday, 7 July 2017",< 2020,,2017-Q3,,,1,0,9,1 - Revenue,TCV,86354,TCV,Forecast,Unhide,1900-52,Euros,€,2017-07-07,
154,OPID154,CPY825854,Next Dynamics,Hyperganic Print | Multimaterial,,Hyperganic Print,Markus Finke,,Closed,6) Negotiation,K) waiting for funding,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,6,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
155,OPID155,CPY8251030,Nike,Workflow,,Footwear,Markus Finke,,Paused,2) First Contact,,,,,,,,,,,,2,10%,#REF!,#REF!,, -   € ,<25%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
156,OPID156,CPY825558,Notion Systems GmbH,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
157,OPID157,CPY8254851,NOVA3D,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
158,OPID158,CPY8251026,Oakley,Hyperganic | Eyewear,,,Markus Finke,,Paused,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
159,OPID159,CPY825843,One3D,Workflow | Custom Tools,,Discovery,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
160,OPID160,CPY825875,Open bionics,Workflow | Prosthetics,,Orthotics,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
161,OPID161,CPY8251116,Orion Additive Manufacturing GmbH,Hyperganic Print | FDM,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,,"Wednesday, 1 December 2021"," 20,000.00 € ",,,,4,1,3,1,1,4,70%,#REF!,#REF!,," 14,000.00 € ",50%-75%,44531,Forecast,Revenue,#REF!,  ,"Wednesday, 1 December 2021",> 2020,,2021-Q4,"250,000 €","175,000 €",10,"17,500 €",5,#N/A,#N/A,20000,,Forecast,Unhide,1900-52,Euros,€,2021-12-01,
162,OPID162,CPY825877,Orthomerica,Workflow | Orthopaedics MC,,Orthotics,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
163,OPID163,CPY825876,Ottobock,Workflow | Orthotics,,Orthotics,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
164,OPID164,CPY825837,Pangea Aerospace S.L.,Workflow | Conformal Cooling,,Tool Making,Markus Finke,,Paused,3) Project Evaluation,K) waiting for funding,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
165,OPID165,CPY825925,Peak Sports,Workflow | Footwear,,Footwear,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
166,OPID166,CPY825771,Peopoly Inc Limited,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,F) competition,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
167,OPID167,CPY825576,Photocentric Ltd.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Closed,4) Project Definition,C) no progress,,,,,,2,,,,,2,20%,#REF!,#REF!,, -   € ,<25%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
168,OPID168,CPY825967,Phrozen Tech Co. LTD.,Hyperganic Print | Resin,,Hyperganic Print,Sherman Lim,,Closed,3) Project Evaluation,I) missing technical features,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,18,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
169,OPID169,CPY825580,Pollen AM,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
170,OPID170,CPY825858,Ponticon GmbH,Hyperganic Print | Extrusion,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,K) waiting for funding,,,,,,2,1,3,1,1,2,50%,#REF!,#REF!,, -   € ,50%-75%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
171,OPID171,CPY825858,Ponticon GmbH,Hyperganic Print | Extrusion,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,K) waiting for funding,,,,,,2,1,3,1,1,2,50%,#REF!,#REF!,, -   € ,50%-75%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
172,OPID172,CPY825858,Ponticon GmbH,Hyperganic Print | Extrusion,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,K) waiting for funding,,,,,,2,1,3,1,1,2,50%,#REF!,#REF!,, -   € ,50%-75%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
173,OPID173,CPY825811,Premium Aerotec,Workflow | Bracket Design,,Discovery,Markus Finke,,Closed,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
174,OPID174,CPY8251051,Print 2 Taste,Workflow | Extrude,,Discovery,Markus Finke,,Closed,7) Project Implementation,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,7,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
176,OPID176,CPY825112,PRODWAYS SAS,Hyperganic Print,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,J) have own solution,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
177,OPID177,CPY825731,"ProtoFab / Vistar (Xiamen) Industries Co., Ltd",Hyperganic Print | Footwear Printer,,Hyperganic Print,Markus Finke,,Paused,4) Project Definition,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
178,OPID178,CPY825793,Protolabs,Hyperganic Print,,Hyperganic Print,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
179,OPID179,CPY825596,Prusa Research s.r.o.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,2) First Contact,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
180,OPID180,CPY8251031,Puma,Workflow | Midsole (Hyperganic Emboss),,Footwear,Markus Finke,,Active,9) Booked,,"Sunday, 15 November 2020"," 5,875.40 € ", ARR ," 5,875.40 € ",,4,3,3,3,3,4,100%,#REF!,#REF!,," 5,875.40 € ",100%,44136,Forecast,Revenue,#REF!,  ,"Sunday, 15 November 2020",> 2020,,2020-Q4,,,5,0,9,1 - Revenue,ARR,30934.52,TCV,Forecast,Unhide,1900-52,Euros,€,2020-11-15,
180,OPID180,CPY8251031,Puma,Workflow | Midsole (Hyperganic Emboss),,Footwear,Joris Debo,,Active,8) Forecast (booked),,"Wednesday, 15 December 2021"," 12,529.56 € ", ARR ," 12,529.56 € ",,3,2,3,3,3,2,80%,#REF!,#REF!,," 10,023.65 € ",75%-99%,44531,Forecast,Revenue,#REF!,  ,"Sunday, 15 November 2020",> 2020,,2021-Q4,"250,000 €",0 €,6,0 €,8,1 - Revenue,ARR,30934.52,TCV,Forecast,Unhide,1900-52,Euros,€,2021-12-15,
180,OPID180,CPY8251031,Puma,Workflow | Midsole (Hyperganic Emboss),,Footwear,Joris Debo,,Active,8) Forecast (Renewal),,"Sunday, 15 May 2022"," 12,529.56 € ", ARR ,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,44682,Forecast,Revenue,#REF!,  ,"Sunday, 15 November 2020",> 2020,,2022-Q2,"300,000 €",0 €,13,0 €,8,1 - Revenue,ARR,30934.52,,Forecast,Unhide,1900-52,Euros,€,2022-05-15,
181,OPID181,CPY8251068,Q.big 3D GbR,Hyperganic Print | FDM,,Hyperganic Print,Markus Finke,,Paused,4) Project Definition,I) missing technical features,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
182,OPID182,CPY825607,RAPLAS International Ltd.,Hyperganic Print | Resin,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
183,OPID183,CPY825835,Reaction Engines,Workflow | Engine Design,,Discovery,Markus Finke,,Closed,3) Project Evaluation,E) no priority,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
184,OPID184,CPY825839,Reebok Future,Workflow | Footwear,,Footwear,Markus Finke,,Paused,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
185,OPID185,CPY825864,Regemat,Hyperganic Print | Bioink,,Hyperganic Print,Markus Finke,,Paused,5) Pilot,C) no progress,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,5,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
186,OPID186,CPY825120,Rize Inc.,Hyperganic Print | Multimaterial,,Hyperganic Print,Markus Finke,,Active,4) Project Definition,,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
187,OPID187,CPY825856,RLE Mobility & Co. KG,Workflow | Engineering Toolkit,,Discovery,Markus Finke,,Closed,6) Negotiation,A) no strategic match,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,6,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
188,OPID188,CPY825122,Rokit Healthcare,Hyperganic Print | Bioink,,Hyperganic Print,Markus Finke,,Paused,3) Project Evaluation,L) waiting for business case,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,3,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
189,OPID189,CPY825883,RP SUPPORT LIMITED,Workflow | Investment Casting,,Tool Making,Markus Finke,,Paused,4) Project Definition,I) missing technical features,,,,,,2,1,,1,1,2,35%,#REF!,#REF!,, -   € ,25%-50%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,4,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
190,OPID190,CPY825797,Sculpteo,Workflow | Print Ready API,,Discovery,Markus Finke,,Closed,2) First Contact,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,2,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
191,OPID191,CPY825798,SD3D,Workflow | Print Ready API,,Discovery,Markus Finke,,Closed,1) Prospect,G) no response / interest,,,,,,,,,,,,0%,#REF!,#REF!,, -   € ,0%,1,Forecast,Revenue,#REF!,  ,"Saturday, 0 January 1900",< 2020,,1900-Q1,,,217,0,1,#N/A,#N/A,0,,Forecast,Unhide,1900-52,,,,
